timestamp,metric_name,value
2025-05-25 14:26:36.591326+00:00,brake_sens,1.0
2025-05-25 14:30:23.840811+00:00,inputV1_p_frac,185.0
2025-05-25 14:26:27.582254+00:00,wheel_spin_2,236.0
2025-05-25 14:25:45.544363+00:00,phasecurrent1_p_frac,226.0
2025-05-25 14:27:57.683658+00:00,inputV2_p_frac,90.0
2025-05-25 14:29:00.748953+00:00,wheel_spin_2,217.0
2025-05-25 14:24:45.451063+00:00,susp_travel_BR,4.0
2025-05-25 14:29:09.749003+00:00,VRef_precharge,8.0
2025-05-25 14:26:54.608802+00:00,susp_travel_BR,205.0
2025-05-25 14:27:18.636089+00:00,wheel_spin_2,54.0
2025-05-25 14:26:06.554465+00:00,susp_travel_FL,45.0
2025-05-25 14:24:30.444741+00:00,phasecurrent2_p_intr,193.0
2025-05-25 14:24:27.425586+00:00,serial_throttle_1,70.0
2025-05-25 14:29:50.793644+00:00,wheel_spin_1,191.0
2025-05-25 14:27:12.635951+00:00,cooling,217.0
2025-05-25 14:24:33.444589+00:00,VRef_precharge,157.0
2025-05-25 14:29:27.766558+00:00,cooling,186.0
2025-05-25 14:27:54.683552+00:00,motor_temp_1,247.0
2025-05-25 14:26:42.588568+00:00,cooling,127.0
2025-05-25 14:29:35.776074+00:00,current_sensor,139.0
2025-05-25 14:24:06.433712+00:00,cooling,15.0
2025-05-25 14:30:41.869640+00:00,wheel_spin_2,167.0
2025-05-25 14:29:35.776074+00:00,phasecurrent2_p_intr,252.0
2025-05-25 14:29:32.776561+00:00,brake_sens,234.0
2025-05-25 14:30:05.833476+00:00,steer_sens,7.0
2025-05-25 14:30:02.813491+00:00,inputV1_p_intr,250.0
2025-05-25 14:29:47.784043+00:00,VRef_precharge,201.0
2025-05-25 14:24:57.470836+00:00,phasecurrent2_p_intr,133.0
2025-05-25 14:24:18.424831+00:00,motor_temp_2,156.0
2025-05-25 14:28:21.700793+00:00,inputV2_p_intr,183.0
2025-05-25 14:29:03.749283+00:00,acc2,47.0
2025-05-25 14:25:36.533892+00:00,meas_precharge,9.0
2025-05-25 14:25:33.527966+00:00,susp_travel_FR,29.0
2025-05-25 14:26:06.554465+00:00,serial_throttle_1,242.0
2025-05-25 14:24:39.401776+00:00,steer_sens,48.0
2025-05-25 14:28:06.693479+00:00,LV_state_of_charge,144.0
2025-05-25 14:30:02.813491+00:00,phasecurrent2_p_intr,36.0
2025-05-25 14:27:54.683552+00:00,inputV2_p_frac,229.0
2025-05-25 14:30:11.821696+00:00,steer_sens,206.0
2025-05-25 14:26:33.541380+00:00,control_temp_2,0.0
2025-05-25 14:24:12.374821+00:00,control_temp_2,0.0
2025-05-25 14:25:42.534822+00:00,cooling,83.0
2025-05-25 14:24:15.415654+00:00,inputV2_p_frac,38.0
2025-05-25 14:30:26.840948+00:00,meas_precharge,129.0
2025-05-25 14:29:38.776419+00:00,inputV2_p_intr,207.0
2025-05-25 14:24:06.433712+00:00,LV_state_of_charge,220.0
2025-05-25 14:30:26.840948+00:00,control_temp_1,0.0
2025-05-25 14:25:54.544165+00:00,serial_throttle_1,16.0
2025-05-25 14:25:48.544444+00:00,wheel_spin_1,177.0
2025-05-25 14:25:03.500702+00:00,susp_travel_BL,37.0
2025-05-25 14:29:18.756614+00:00,control_temp_2,0.0
2025-05-25 14:25:39.537259+00:00,inputV2_p_frac,10.0
2025-05-25 14:30:11.821696+00:00,wheel_spin_2,90.0
2025-05-25 14:30:38.850939+00:00,inputV2_p_intr,186.0
2025-05-25 14:30:23.840811+00:00,susp_travel_FR,29.0
2025-05-25 14:30:41.869640+00:00,control_temp_1,0.0
2025-05-25 14:28:30.710755+00:00,phasecurrent2_p_frac,60.0
2025-05-25 14:28:42.728483+00:00,phasecurrent2_p_frac,30.0
2025-05-25 14:27:33.656144+00:00,inputV2_p_intr,203.0
2025-05-25 14:29:32.776561+00:00,wheel_spin_2,241.0
2025-05-25 14:25:00.456148+00:00,motor_temp_2,107.0
2025-05-25 14:29:27.766558+00:00,acc2,43.0
2025-05-25 14:25:45.544363+00:00,motor_temp_2,164.0
2025-05-25 14:30:38.850939+00:00,meas_precharge,236.0
2025-05-25 14:26:21.571651+00:00,inputV1_p_intr,195.0
2025-05-25 14:29:03.749283+00:00,inputV1_p_intr,173.0
2025-05-25 14:29:15.765995+00:00,inputV2_p_frac,56.0
2025-05-25 14:26:36.591326+00:00,phasecurrent2_p_frac,147.0
2025-05-25 14:25:39.537259+00:00,current_sensor,250.0
2025-05-25 14:28:03.693384+00:00,VRef_precharge,39.0
2025-05-25 14:26:24.572067+00:00,susp_travel_FL,65.0
2025-05-25 14:29:44.783549+00:00,susp_travel_BL,83.0
2025-05-25 14:28:30.710755+00:00,phasecurrent2_p_intr,108.0
2025-05-25 14:27:51.673656+00:00,brake_sens,8.0
2025-05-25 14:28:54.738565+00:00,meas_precharge,54.0
2025-05-25 14:30:11.821696+00:00,acc2,167.0
2025-05-25 14:29:44.783549+00:00,phasecurrent1_p_intr,32.0
2025-05-25 14:29:09.749003+00:00,susp_travel_FR,178.0
2025-05-25 14:29:24.765951+00:00,acc2,163.0
2025-05-25 14:29:12.756669+00:00,phasecurrent2_p_intr,82.0
2025-05-25 14:25:42.534822+00:00,wheel_spin_1,79.0
2025-05-25 14:24:51.460905+00:00,LV_state_of_charge,238.0
2025-05-25 14:30:32.850931+00:00,steer_sens,186.0
2025-05-25 14:26:51.598709+00:00,VRef_precharge,253.0
2025-05-25 14:27:12.635951+00:00,current_sensor,248.0
2025-05-25 14:29:24.765951+00:00,control_temp_2,0.0
2025-05-25 14:29:44.783549+00:00,inputV1_p_intr,98.0
2025-05-25 14:29:59.823827+00:00,motor_temp_2,221.0
2025-05-25 14:25:18.517254+00:00,acc2,250.0
2025-05-25 14:27:18.636089+00:00,inputV1_p_frac,92.0
2025-05-25 14:27:33.656144+00:00,acc1,218.0
2025-05-25 14:25:27.517436+00:00,current_sensor,220.0
2025-05-25 14:28:30.710755+00:00,cooling,56.0
2025-05-25 14:26:03.554173+00:00,acc2,160.0
2025-05-25 14:26:00.554259+00:00,cooling,201.0
2025-05-25 14:24:30.444741+00:00,susp_travel_BR,140.0
2025-05-25 14:29:30.776530+00:00,inputV1_p_frac,2.0
2025-05-25 14:25:12.507145+00:00,phasecurrent2_p_frac,223.0
2025-05-25 14:27:09.628585+00:00,phasecurrent2_p_intr,34.0
2025-05-25 14:27:48.673282+00:00,motor_temp_1,175.0
2025-05-25 14:26:24.572067+00:00,VRef_precharge,195.0
2025-05-25 14:29:38.776419+00:00,inputV1_p_frac,42.0
2025-05-25 14:28:15.711113+00:00,brake_sens,156.0
2025-05-25 14:27:45.673471+00:00,phasecurrent1_p_intr,181.0
2025-05-25 14:26:18.571255+00:00,steer_sens,187.0
2025-05-25 14:25:42.534822+00:00,phasecurrent2_p_intr,196.0
2025-05-25 14:24:54.419247+00:00,inputV2_p_frac,164.0
2025-05-25 14:25:21.517307+00:00,control_temp_2,0.0
2025-05-25 14:25:00.456148+00:00,motor_temp_1,110.0
2025-05-25 14:28:36.720995+00:00,acc2,24.0
2025-05-25 14:30:17.831067+00:00,inputV1_p_intr,133.0
2025-05-25 14:25:54.544165+00:00,brake_sens,235.0
2025-05-25 14:29:59.823827+00:00,acc2,50.0
2025-05-25 14:30:05.833476+00:00,phasecurrent2_p_intr,151.0
2025-05-25 14:26:33.541380+00:00,motor_temp_2,149.0
2025-05-25 14:26:36.591326+00:00,wheel_spin_1,33.0
2025-05-25 14:27:33.656144+00:00,LV_state_of_charge,134.0
2025-05-25 14:25:00.456148+00:00,cooling,120.0
2025-05-25 14:26:42.588568+00:00,susp_travel_FR,165.0
2025-05-25 14:28:21.700793+00:00,meas_precharge,221.0
2025-05-25 14:28:21.700793+00:00,cooling,106.0
2025-05-25 14:28:24.711011+00:00,VRef_precharge,8.0
2025-05-25 14:25:00.456148+00:00,meas_precharge,207.0
2025-05-25 14:26:39.591567+00:00,inputV1_p_frac,42.0
2025-05-25 14:24:21.424576+00:00,phasecurrent2_p_intr,219.0
2025-05-25 14:29:38.776419+00:00,LV_state_of_charge,2.0
2025-05-25 14:24:30.444741+00:00,acc1,242.0
2025-05-25 14:28:57.738605+00:00,motor_temp_2,250.0
2025-05-25 14:24:54.419247+00:00,phasecurrent1_p_intr,113.0
2025-05-25 14:30:26.840948+00:00,inputV1_p_frac,155.0
2025-05-25 14:25:18.517254+00:00,susp_travel_BL,101.0
2025-05-25 14:29:41.793670+00:00,inputV1_p_frac,212.0
2025-05-25 14:28:48.728796+00:00,current_sensor,107.0
2025-05-25 14:26:21.571651+00:00,motor_temp_1,130.0
2025-05-25 14:28:48.728796+00:00,acc1,200.0
2025-05-25 14:28:57.738605+00:00,inputV2_p_intr,103.0
2025-05-25 14:24:51.460905+00:00,susp_travel_BL,176.0
2025-05-25 14:29:59.823827+00:00,wheel_spin_1,150.0
2025-05-25 14:24:27.425586+00:00,inputV1_p_intr,51.0
2025-05-25 14:30:23.840811+00:00,wheel_spin_2,59.0
2025-05-25 14:27:48.673282+00:00,serial_throttle_1,82.0
2025-05-25 14:24:27.425586+00:00,serial_throttle_2,102.0
2025-05-25 14:26:36.591326+00:00,phasecurrent1_p_intr,214.0
2025-05-25 14:25:09.465093+00:00,motor_temp_1,179.0
2025-05-25 14:25:30.537505+00:00,susp_travel_BL,249.0
2025-05-25 14:28:00.683612+00:00,susp_travel_FR,99.0
2025-05-25 14:28:03.693384+00:00,control_temp_2,0.0
2025-05-25 14:30:29.840875+00:00,inputV2_p_intr,69.0
2025-05-25 14:28:33.721176+00:00,current_sensor,18.0
2025-05-25 14:25:24.527081+00:00,control_temp_2,0.0
2025-05-25 14:25:36.533892+00:00,susp_travel_BL,246.0
2025-05-25 14:26:51.598709+00:00,susp_travel_BL,25.0
2025-05-25 14:29:18.756614+00:00,susp_travel_BL,40.0
2025-05-25 14:24:36.444685+00:00,motor_temp_1,169.0
2025-05-25 14:26:12.561526+00:00,serial_throttle_2,71.0
2025-05-25 14:30:38.850939+00:00,acc1,49.0
2025-05-25 14:26:54.608802+00:00,phasecurrent1_p_intr,175.0
2025-05-25 14:30:08.823585+00:00,cooling,254.0
2025-05-25 14:30:11.821696+00:00,control_temp_1,0.0
2025-05-25 14:26:36.591326+00:00,current_sensor,153.0
2025-05-25 14:25:15.507978+00:00,brake_sens,25.0
2025-05-25 14:27:57.683658+00:00,control_temp_2,0.0
2025-05-25 14:30:05.833476+00:00,susp_travel_FR,163.0
2025-05-25 14:25:00.456148+00:00,serial_throttle_2,36.0
2025-05-25 14:30:23.840811+00:00,control_temp_1,0.0
2025-05-25 14:30:29.840875+00:00,VRef_precharge,160.0
2025-05-25 14:28:15.711113+00:00,serial_throttle_1,56.0
2025-05-25 14:29:03.749283+00:00,ECU_control,151.0
2025-05-25 14:29:56.813623+00:00,susp_travel_FR,231.0
2025-05-25 14:27:45.673471+00:00,brake_sens,9.0
2025-05-25 14:26:27.582254+00:00,inputV2_p_intr,236.0
2025-05-25 14:28:27.720876+00:00,acc2,207.0
2025-05-25 14:28:30.710755+00:00,serial_throttle_2,129.0
2025-05-25 14:26:00.554259+00:00,serial_throttle_1,82.0
2025-05-25 14:26:18.571255+00:00,phasecurrent1_p_frac,109.0
2025-05-25 14:29:47.784043+00:00,ECU_control,189.0
2025-05-25 14:27:30.656156+00:00,control_temp_1,0.0
2025-05-25 14:25:48.544444+00:00,susp_travel_BL,135.0
2025-05-25 14:25:24.527081+00:00,phasecurrent2_p_intr,231.0
2025-05-25 14:24:45.451063+00:00,susp_travel_FL,75.0
2025-05-25 14:30:32.850931+00:00,meas_precharge,17.0
2025-05-25 14:26:42.588568+00:00,brake_sens,188.0
2025-05-25 14:29:21.766784+00:00,LV_state_of_charge,82.0
2025-05-25 14:28:33.721176+00:00,cooling,232.0
2025-05-25 14:25:15.507978+00:00,meas_precharge,48.0
2025-05-25 14:25:33.527966+00:00,serial_throttle_1,119.0
2025-05-25 14:30:32.850931+00:00,susp_travel_FR,232.0
2025-05-25 14:29:50.793644+00:00,inputV2_p_intr,128.0
2025-05-25 14:30:02.813491+00:00,inputV2_p_frac,172.0
2025-05-25 14:24:39.401776+00:00,serial_throttle_1,232.0
2025-05-25 14:25:39.537259+00:00,ECU_control,201.0
2025-05-25 14:26:15.561390+00:00,wheel_spin_2,104.0
2025-05-25 14:25:12.507145+00:00,susp_travel_FR,17.0
2025-05-25 14:28:54.738565+00:00,motor_temp_2,232.0
2025-05-25 14:24:24.424897+00:00,phasecurrent1_p_frac,223.0
2025-05-25 14:30:23.840811+00:00,phasecurrent2_p_intr,253.0
2025-05-25 14:27:45.673471+00:00,motor_temp_2,190.0
2025-05-25 14:26:45.598947+00:00,steer_sens,171.0
2025-05-25 14:29:09.749003+00:00,serial_throttle_1,123.0
2025-05-25 14:29:35.776074+00:00,inputV1_p_intr,75.0
2025-05-25 14:27:54.683552+00:00,susp_travel_FR,240.0
2025-05-25 14:26:30.581308+00:00,phasecurrent2_p_intr,176.0
2025-05-25 14:28:27.720876+00:00,susp_travel_FL,34.0
2025-05-25 14:27:00.609255+00:00,serial_throttle_2,74.0
2025-05-25 14:26:06.554465+00:00,VRef_precharge,6.0
2025-05-25 14:26:15.561390+00:00,VRef_precharge,238.0
2025-05-25 14:28:51.748573+00:00,susp_travel_BR,187.0
2025-05-25 14:26:45.598947+00:00,wheel_spin_2,135.0
2025-05-25 14:24:24.424897+00:00,acc1,143.0
2025-05-25 14:26:21.571651+00:00,LV_state_of_charge,196.0
2025-05-25 14:28:42.728483+00:00,acc1,163.0
2025-05-25 14:28:09.693160+00:00,steer_sens,154.0
2025-05-25 14:28:24.711011+00:00,control_temp_1,0.0
2025-05-25 14:25:57.545353+00:00,VRef_precharge,224.0
2025-05-25 14:26:18.571255+00:00,acc1,251.0
2025-05-25 14:26:09.564461+00:00,cooling,137.0
2025-05-25 14:29:21.766784+00:00,susp_travel_FL,192.0
2025-05-25 14:25:39.537259+00:00,control_temp_1,0.0
2025-05-25 14:25:27.517436+00:00,susp_travel_BL,67.0
2025-05-25 14:29:56.813623+00:00,susp_travel_BL,168.0
2025-05-25 14:27:15.626445+00:00,serial_throttle_1,32.0
2025-05-25 14:29:12.756669+00:00,susp_travel_BL,119.0
2025-05-25 14:25:39.537259+00:00,wheel_spin_1,158.0
2025-05-25 14:28:42.728483+00:00,brake_sens,108.0
2025-05-25 14:26:42.588568+00:00,phasecurrent1_p_frac,83.0
2025-05-25 14:26:15.561390+00:00,meas_precharge,92.0
2025-05-25 14:26:54.608802+00:00,LV_state_of_charge,169.0
2025-05-25 14:25:42.534822+00:00,brake_sens,36.0
2025-05-25 14:27:00.609255+00:00,cooling,68.0
2025-05-25 14:29:59.823827+00:00,acc1,126.0
2025-05-25 14:28:39.730871+00:00,brake_sens,3.0
2025-05-25 14:25:57.545353+00:00,susp_travel_BR,137.0
2025-05-25 14:27:42.663385+00:00,ECU_control,207.0
2025-05-25 14:24:27.425586+00:00,acc1,197.0
2025-05-25 14:26:39.591567+00:00,inputV2_p_intr,195.0
2025-05-25 14:28:12.690982+00:00,VRef_precharge,122.0
2025-05-25 14:30:14.840969+00:00,acc1,225.0
2025-05-25 14:30:08.823585+00:00,susp_travel_FL,114.0
2025-05-25 14:24:27.425586+00:00,susp_travel_FR,152.0
2025-05-25 14:25:30.537505+00:00,phasecurrent1_p_intr,129.0
2025-05-25 14:28:12.690982+00:00,brake_sens,72.0
2025-05-25 14:29:30.776530+00:00,control_temp_1,0.0
2025-05-25 14:28:03.693384+00:00,serial_throttle_1,207.0
2025-05-25 14:28:33.721176+00:00,motor_temp_1,183.0
2025-05-25 14:28:18.700826+00:00,serial_throttle_1,99.0
2025-05-25 14:29:47.784043+00:00,acc2,82.0
2025-05-25 14:27:03.619434+00:00,steer_sens,244.0
2025-05-25 14:29:21.766784+00:00,inputV2_p_intr,78.0
2025-05-25 14:30:08.823585+00:00,control_temp_2,0.0
2025-05-25 14:25:30.537505+00:00,phasecurrent2_p_intr,166.0
2025-05-25 14:28:57.738605+00:00,meas_precharge,1.0
2025-05-25 14:27:00.609255+00:00,steer_sens,134.0
2025-05-25 14:30:29.840875+00:00,LV_state_of_charge,8.0
2025-05-25 14:27:48.673282+00:00,susp_travel_FL,10.0
2025-05-25 14:24:54.419247+00:00,phasecurrent1_p_frac,216.0
2025-05-25 14:29:06.748647+00:00,control_temp_1,0.0
2025-05-25 14:29:15.765995+00:00,VRef_precharge,76.0
2025-05-25 14:27:48.673282+00:00,motor_temp_2,170.0
2025-05-25 14:30:38.850939+00:00,serial_throttle_1,22.0
2025-05-25 14:24:03.459893+00:00,VRef_precharge,94.0
2025-05-25 14:24:09.451615+00:00,susp_travel_FL,239.0
2025-05-25 14:27:03.619434+00:00,susp_travel_FL,212.0
2025-05-25 14:29:38.776419+00:00,VRef_precharge,220.0
2025-05-25 14:29:53.814579+00:00,brake_sens,202.0
2025-05-25 14:26:18.571255+00:00,phasecurrent2_p_intr,202.0
2025-05-25 14:28:09.693160+00:00,inputV2_p_frac,57.0
2025-05-25 14:28:48.728796+00:00,serial_throttle_2,107.0
2025-05-25 14:27:48.673282+00:00,acc1,191.0
2025-05-25 14:27:39.665928+00:00,acc1,165.0
2025-05-25 14:29:35.776074+00:00,phasecurrent1_p_frac,222.0
2025-05-25 14:25:09.465093+00:00,meas_precharge,186.0
2025-05-25 14:30:14.840969+00:00,current_sensor,71.0
2025-05-25 14:24:27.425586+00:00,motor_temp_2,185.0
2025-05-25 14:30:17.831067+00:00,meas_precharge,82.0
2025-05-25 14:25:18.517254+00:00,inputV2_p_intr,152.0
2025-05-25 14:28:03.693384+00:00,motor_temp_2,122.0
2025-05-25 14:26:27.582254+00:00,susp_travel_FR,15.0
2025-05-25 14:24:21.424576+00:00,inputV2_p_intr,126.0
2025-05-25 14:28:36.720995+00:00,phasecurrent1_p_frac,172.0
2025-05-25 14:24:24.424897+00:00,susp_travel_FL,249.0
2025-05-25 14:27:27.656624+00:00,inputV2_p_frac,254.0
2025-05-25 14:26:09.564461+00:00,motor_temp_2,113.0
2025-05-25 14:27:45.673471+00:00,phasecurrent2_p_frac,132.0
2025-05-25 14:25:09.465093+00:00,serial_throttle_2,182.0
2025-05-25 14:25:57.545353+00:00,brake_sens,217.0
2025-05-25 14:29:38.776419+00:00,susp_travel_FR,230.0
2025-05-25 14:29:53.814579+00:00,motor_temp_2,137.0
2025-05-25 14:29:35.776074+00:00,control_temp_1,0.0
2025-05-25 14:24:24.424897+00:00,control_temp_2,0.0
2025-05-25 14:25:24.527081+00:00,inputV2_p_frac,213.0
2025-05-25 14:25:06.533639+00:00,current_sensor,173.0
2025-05-25 14:30:08.823585+00:00,phasecurrent1_p_intr,134.0
2025-05-25 14:25:51.544938+00:00,control_temp_1,0.0
2025-05-25 14:30:35.851141+00:00,serial_throttle_2,131.0
2025-05-25 14:27:36.665987+00:00,motor_temp_2,96.0
2025-05-25 14:27:54.683552+00:00,motor_temp_2,54.0
2025-05-25 14:28:33.721176+00:00,wheel_spin_2,218.0
2025-05-25 14:26:21.571651+00:00,inputV2_p_frac,78.0
2025-05-25 14:30:41.869640+00:00,inputV2_p_intr,246.0
2025-05-25 14:27:42.663385+00:00,inputV2_p_intr,231.0
2025-05-25 14:30:08.823585+00:00,ECU_control,115.0
2025-05-25 14:27:06.638700+00:00,phasecurrent2_p_intr,162.0
2025-05-25 14:26:24.572067+00:00,inputV1_p_intr,98.0
2025-05-25 14:24:48.470794+00:00,susp_travel_BR,48.0
2025-05-25 14:29:27.766558+00:00,serial_throttle_1,210.0
2025-05-25 14:29:44.783549+00:00,phasecurrent2_p_frac,20.0
2025-05-25 14:29:47.784043+00:00,phasecurrent1_p_intr,101.0
2025-05-25 14:30:05.833476+00:00,brake_sens,16.0
2025-05-25 14:25:15.507978+00:00,VRef_precharge,155.0
2025-05-25 14:25:39.537259+00:00,VRef_precharge,79.0
2025-05-25 14:29:06.748647+00:00,acc2,156.0
2025-05-25 14:30:08.823585+00:00,phasecurrent2_p_intr,115.0
2025-05-25 14:29:09.749003+00:00,susp_travel_FL,174.0
2025-05-25 14:24:12.374821+00:00,cooling,55.0
2025-05-25 14:30:38.850939+00:00,susp_travel_BL,37.0
2025-05-25 14:29:44.783549+00:00,phasecurrent1_p_frac,73.0
2025-05-25 14:30:20.831486+00:00,wheel_spin_1,103.0
2025-05-25 14:28:51.748573+00:00,inputV1_p_intr,234.0
2025-05-25 14:26:06.554465+00:00,wheel_spin_2,164.0
2025-05-25 14:30:23.840811+00:00,phasecurrent2_p_frac,76.0
2025-05-25 14:29:30.776530+00:00,phasecurrent1_p_frac,142.0
2025-05-25 14:30:08.823585+00:00,susp_travel_BR,87.0
2025-05-25 14:28:24.711011+00:00,susp_travel_FL,154.0
2025-05-25 14:29:03.749283+00:00,inputV1_p_frac,228.0
2025-05-25 14:26:06.554465+00:00,steer_sens,66.0
2025-05-25 14:29:18.756614+00:00,steer_sens,86.0
2025-05-25 14:25:21.517307+00:00,serial_throttle_1,46.0
2025-05-25 14:29:41.793670+00:00,VRef_precharge,169.0
2025-05-25 14:30:11.821696+00:00,susp_travel_BL,250.0
2025-05-25 14:27:18.636089+00:00,susp_travel_FL,167.0
2025-05-25 14:28:00.683612+00:00,phasecurrent2_p_frac,92.0
2025-05-25 14:27:42.663385+00:00,brake_sens,21.0
2025-05-25 14:25:54.544165+00:00,phasecurrent1_p_frac,45.0
2025-05-25 14:27:09.628585+00:00,motor_temp_2,98.0
2025-05-25 14:24:51.460905+00:00,phasecurrent2_p_intr,96.0
2025-05-25 14:26:48.598550+00:00,steer_sens,156.0
2025-05-25 14:27:21.646127+00:00,susp_travel_FL,86.0
2025-05-25 14:29:24.765951+00:00,VRef_precharge,241.0
2025-05-25 14:27:21.646127+00:00,LV_state_of_charge,149.0
2025-05-25 14:29:35.776074+00:00,susp_travel_BR,26.0
2025-05-25 14:28:45.738616+00:00,control_temp_2,0.0
2025-05-25 14:28:39.730871+00:00,inputV2_p_frac,218.0
2025-05-25 14:24:45.451063+00:00,serial_throttle_1,22.0
2025-05-25 14:29:24.765951+00:00,phasecurrent1_p_frac,160.0
2025-05-25 14:25:57.545353+00:00,phasecurrent2_p_frac,189.0
2025-05-25 14:28:51.748573+00:00,phasecurrent1_p_intr,44.0
2025-05-25 14:25:12.507145+00:00,inputV1_p_intr,188.0
2025-05-25 14:28:36.720995+00:00,phasecurrent1_p_intr,196.0
2025-05-25 14:25:03.500702+00:00,inputV2_p_intr,96.0
2025-05-25 14:26:27.582254+00:00,susp_travel_BL,197.0
2025-05-25 14:27:03.619434+00:00,inputV2_p_frac,30.0
2025-05-25 14:25:39.537259+00:00,inputV1_p_frac,101.0
2025-05-25 14:25:06.533639+00:00,brake_sens,59.0
2025-05-25 14:29:38.776419+00:00,cooling,55.0
2025-05-25 14:27:12.635951+00:00,inputV1_p_frac,166.0
2025-05-25 14:28:39.730871+00:00,current_sensor,241.0
2025-05-25 14:25:36.533892+00:00,inputV2_p_intr,183.0
2025-05-25 14:24:48.470794+00:00,serial_throttle_1,180.0
2025-05-25 14:27:21.646127+00:00,brake_sens,28.0
2025-05-25 14:27:45.673471+00:00,serial_throttle_1,167.0
2025-05-25 14:25:36.533892+00:00,wheel_spin_1,123.0
2025-05-25 14:25:33.527966+00:00,motor_temp_1,86.0
2025-05-25 14:30:35.851141+00:00,control_temp_2,0.0
2025-05-25 14:26:24.572067+00:00,brake_sens,204.0
2025-05-25 14:26:30.581308+00:00,motor_temp_2,110.0
2025-05-25 14:24:03.459893+00:00,susp_travel_BL,187.0
2025-05-25 14:24:21.424576+00:00,susp_travel_BR,174.0
